date,prc_val,div_val,prc_adj_val,div_adj_val,pd,pd_adj
30jul1938,1.96e+09,3327739,3.15e+07,45239.31,6.377014,6.545064
31aug1938,1.32e+09,4620160,3.07e+07,108830.1,5.655069,5.642147
30sep1938,2.47e+09,9740247,3.12e+07,93822.3,5.536722,5.80775
31oct1938,1.83e+09,4179356,3.29e+07,59855.37,6.082907,6.310588
30nov1938,2.87e+09,8935884,3.47e+07,172338.9,5.770976,5.304983
31dec1938,2.94e+09,2.11e+07,3.57e+07,215194.1,4.93432,5.110227
31jan1939,2.45e+09,3106792,3.09e+07,43648.79,6.669273,6.562701
28feb1939,2.49e+09,5177553,3.22e+07,128719.9,6.177427,5.521421
31mar1939,2.85e+09,1.13e+07,2.82e+07,100308.9,5.531879,5.638934
29apr1939,1.13e+09,4226999,2.79e+07,50863.17,5.58635,6.306718
31may1939,1.89e+09,8165094,3.09e+07,134763,5.445332,5.434521
30jun1939,2.33e+09,1.08e+07,2.80e+07,119692.3,5.370518,5.454439
31jul1939,2.44e+09,3427040,3.04e+07,50478.84,6.567343,6.399067
31aug1939,1.32e+09,6014481,2.84e+07,143639.5,5.392735,5.286265
30sep1939,2.26e+09,1.07e+07,3.31e+07,102183.8,5.350947,5.781259
31oct1939,2.44e+09,5262123,3.32e+07,45172.18,6.13976,6.59971
30nov1939,3.62e+09,2.87e+07,3.54e+07,300207.4,4.836012,4.77044
30dec1939,2.80e+09,1.32e+07,3.48e+07,257324.6,5.360519,4.907935
31jan1940,1.86e+09,3751565,3.15e+07,49378.61,6.207498,6.457445
29feb1940,2.52e+09,6798327,3.16e+07,164677.8,5.915218,5.258339
30mar1940,2.53e+09,1.29e+07,3.24e+07,99374.11,5.277954,5.785499
30apr1940,7.70e+08,4846300,3.21e+07,61143.14,5.068512,6.263711
31may1940,1.01e+09,1.43e+07,2.56e+07,210076.6,4.256347,4.804265
29jun1940,2.25e+07,1.07e+07,2.60e+07,117412.5,.7402566,5.399763
31jul1940,1.80e+09,3279808,2.63e+07,55216.53,6.308417,6.166355
31aug1940,1.89e+09,7442805,2.81e+07,186192.2,5.537313,5.016647
30sep1940,1.06e+09,1.23e+07,2.77e+07,113479.8,4.452113,5.496162
31oct1940,2.21e+09,3987937,2.84e+07,59922.91,6.316305,6.160335
30nov1940,2.65e+09,2.70e+07,3.11e+07,322972.9,4.585537,4.567422
31dec1940,2.27e+09,1.07e+07,2.98e+07,206915.9,5.359014,4.969006
31jan1941,1.74e+09,3143877,2.65e+07,49061.45,6.315315,6.292381
28feb1941,1.81e+09,6912424,2.67e+07,174666.1,5.569984,5.028208
31mar1941,1.30e+09,1.29e+07,2.62e+07,124841.4,4.613048,5.34734
30apr1941,1.00e+09,4617640,2.52e+07,56396.78,5.382478,6.100451
31may1941,-1.05e+08,1.30e+07,2.66e+07,208933.9,,4.845645
30jun1941,1.03e+09,1.22e+07,2.64e+07,156059.7,4.432192,5.130681
31jul1941,1.76e+08,4309898,2.80e+07,68059.44,3.71065,6.019481
30aug1941,2.60e+07,7671299,2.95e+07,200741.7,1.219533,4.989111
30sep1941,1.31e+09,1.14e+07,2.73e+07,119315.9,4.738919,5.434638
31oct1941,2.06e+09,4671469,2.60e+07,79009.58,6.086916,5.794942
29nov1941,2.67e+09,3.18e+07,3.00e+07,350867.4,4.429956,4.447456
31dec1941,2.20e+09,1.22e+07,2.63e+07,261724.1,5.198662,4.611023
31jan1942,9.20e+08,3429966,2.41e+07,48405.9,5.592189,6.208888
28feb1942,1.47e+09,6394321,2.42e+07,161517.5,5.437812,5.01077
31mar1942,1.49e+09,1.30e+07,2.16e+07,128147.1,4.742363,5.127997
30apr1942,7.30e+08,3372478,2.08e+07,60494.35,5.377958,5.838224
29may1942,1.15e+09,1.22e+07,2.30e+07,172890,4.545051,4.88883
30jun1942,1.72e+08,1.09e+07,2.24e+07,145793.8,2.756907,5.033338
31jul1942,1.46e+09,4416691,2.32e+07,63098.22,5.802763,5.908543
31aug1942,3.39e+08,6024887,2.39e+07,159594,4.029786,5.00904
30sep1942,1.16e+09,1.04e+07,2.37e+07,112426.8,4.717069,5.351995
31oct1942,-1.10e+08,3920789,2.54e+07,55970.03,,6.119272
30nov1942,2.68e+09,2.16e+07,2.82e+07,286853.3,4.818157,4.587131
31dec1942,2.22e+09,1.01e+07,2.76e+07,207362.6,5.395917,4.889897
30jan1943,1.63e+09,3029313,2.82e+07,47734.74,6.288575,6.381213
27feb1943,1.44e+09,1.09e+07,3.06e+07,152826.7,4.883402,5.30095
31mar1943,2.37e+09,9580950,3.20e+07,124510.3,5.51278,5.549763
30apr1943,6.46e+08,4080385,3.18e+07,53806.36,5.064033,6.381855
29may1943,8.76e+08,1.53e+07,3.55e+07,180740.9,4.049973,5.279443
30jun1943,1.01e+09,7925718,3.46e+07,146658.5,4.844791,5.462546
31jul1943,1.52e+09,3714602,3.26e+07,57917.46,6.017194,6.333288
31aug1943,6.38e+08,1.06e+07,3.38e+07,276423.9,4.094908,4.805045
30sep1943,2.22e+08,7400527,3.40e+07,138144.7,3.403133,5.505969
30oct1943,1.31e+08,4796416,3.32e+07,46733.8,3.306656,6.565873
30nov1943,1.03e+09,2.58e+07,3.51e+07,313572.5,3.685325,4.7167
31dec1943,2.35e+09,2.16e+07,3.46e+07,280074.9,4.689937,4.816541
31jan1944,1.34e+09,3171948,3.33e+07,51370.49,6.048265,6.474453
29feb1944,2.21e+09,1.20e+07,3.42e+07,192558.6,5.211994,5.178749
31mar1944,7.10e+08,1.08e+07,3.43e+07,149239.9,4.188457,5.437209
29apr1944,6.49e+08,4139103,3.37e+07,52455.96,5.055457,6.465754
31may1944,2.78e+09,1.79e+07,3.70e+07,215915.2,5.043859,5.143778
30jun1944,2.22e+09,8625979,3.86e+07,166195.3,5.55191,5.446575
31jul1944,1.90e+09,3653734,3.62e+07,58527.1,6.255658,6.427174
31aug1944,1.97e+09,1.25e+07,3.81e+07,212348.6,5.055499,5.189578
30sep1944,3.89e+08,8824219,3.71e+07,119443.3,3.786382,5.738796
31oct1944,2.61e+09,3422398,3.67e+07,72389.05,6.63834,6.227564
30nov1944,7.80e+08,3.10e+07,4.29e+07,361561.4,3.226952,4.776506
30dec1944,2.06e+09,7902350,4.09e+07,195486.4,5.562042,5.343752
31jan1945,2.81e+09,3253062,3.97e+07,54516.13,6.761015,6.589368
28feb1945,2.47e+09,1.11e+07,4.33e+07,192008.5,5.407521,5.419424
31mar1945,6.52e+07,1.08e+07,4.17e+07,138464.4,1.796301,5.707016
30apr1945,1.20e+09,3729140,4.35e+07,57010.45,5.773078,6.636165
31may1945,3.58e+09,1.78e+07,4.82e+07,273159.3,5.30092,5.173166
30jun1945,1.85e+09,8724928,4.56e+07,137180.2,5.355013,5.806209
31jul1945,2.67e+09,3505071,4.33e+07,90642.76,6.637043,6.168335
31aug1945,2.93e+09,1.14e+07,4.73e+07,213077.2,5.549856,5.402276
29sep1945,2.93e+09,8717414,4.86e+07,124094.6,5.81647,5.969804
31oct1945,3.54e+09,3345778,4.99e+07,64089.32,6.964776,6.656628
30nov1945,6.62e+08,2.88e+07,6.11e+07,374320.6,3.133651,5.094814
31dec1945,1.57e+09,7130283,5.61e+07,187874.1,5.39432,5.699724
31jan1946,3.78e+09,3528822,5.79e+07,70010.16,6.977241,6.717877
28feb1946,3.48e+09,1.12e+07,5.57e+07,209583.1,5.73701,5.583492
30mar1946,2.28e+09,8618270,5.79e+07,157127.5,5.579304,5.909624
30apr1946,1.09e+09,5466245,6.04e+07,81443.93,5.294172,6.608645
31may1946,4.93e+09,2.09e+07,6.68e+07,269647.6,5.464386,5.512926
28jun1946,3.00e+09,8769551,6.10e+07,160302.2,5.834776,5.942136
31jul1946,4.34e+09,8248409,5.90e+07,155819.6,6.265777,5.937069
30aug1946,3.73e+09,1.48e+07,5.67e+07,304588,5.527513,5.225824
30sep1946,3.74e+09,9072959,4.95e+07,157703.8,6.022783,5.749083
31oct1946,3.29e+09,4416094,4.88e+07,100510.8,6.614007,6.185069
30nov1946,1.51e+09,3.15e+07,5.56e+07,360739.8,3.869194,5.038543
31dec1946,3.26e+09,1.13e+07,5.46e+07,316907.1,5.66085,5.149914
31jan1947,3.34e+09,6201419,5.15e+07,105495,6.288975,6.191412
28feb1947,1.74e+09,1.29e+07,5.21e+07,280184.6,4.905963,5.225395
31mar1947,3.57e+09,1.02e+07,5.02e+07,187280.5,5.855411,5.591257
30apr1947,3.44e+09,5553053,4.69e+07,106734.2,6.42828,6.085923
29may1947,3.09e+09,2.43e+07,4.68e+07,340824.6,4.847635,4.9223
30jun1947,2.42e+09,1.03e+07,4.98e+07,199573.7,5.463676,5.52019
31jul1947,1.73e+09,5689338,5.08e+07,112885,5.715955,6.108722
29aug1947,2.56e+09,1.35e+07,5.11e+07,283779.4,5.244957,5.194295
30sep1947,1.92e+09,1.09e+07,5.17e+07,239971.8,5.165239,5.373512
31oct1947,1.68e+09,4556103,5.08e+07,114968.7,5.909148,6.091332
29nov1947,-1.57e+08,4.31e+07,5.76e+07,593813.5,,4.574912
31dec1947,3.88e+09,1.22e+07,5.47e+07,362278,5.764124,5.016956
31jan1948,-4.19e+07,4380726,4.92e+07,125388.3,,5.972738
28feb1948,1.36e+09,1.28e+07,4.83e+07,313853.6,4.668236,5.03662
31mar1948,3.38e+09,1.20e+07,5.07e+07,240103.5,5.640539,5.352726
30apr1948,3.51e+09,9602280,5.46e+07,125477.3,5.900169,6.076467
28may1948,3.53e+09,1.60e+07,5.82e+07,340046.6,5.399011,5.142797
30jun1948,1.56e+09,1.17e+07,5.72e+07,262181,4.89404,5.385671
30jul1948,3.38e+09,4120285,5.25e+07,89725.33,6.709851,6.371233
31aug1948,3.04e+09,1.46e+07,5.50e+07,371192.1,5.342811,4.997643
30sep1948,2.95e+09,1.20e+07,5.25e+07,247045.1,5.505727,5.359793
30oct1948,1.52e+09,9509379,5.66e+07,164579.1,5.076908,5.840584
30nov1948,1.41e+09,3.11e+07,5.67e+07,581792.2,3.816159,4.579937
31dec1948,2.94e+09,1.22e+07,5.38e+07,409162.2,5.488418,4.878105
31jan1949,3.06e+09,4270574,4.93e+07,107701.4,6.574091,6.126833
28feb1949,2.84e+09,1.45e+07,4.92e+07,373917.4,5.27997,4.879976
31mar1949,3.27e+09,1.37e+07,4.99e+07,276035.7,5.472954,5.19713
30apr1949,2.16e+09,1.26e+07,5.02e+07,173601.1,5.146906,5.666623
31may1949,2.89e+09,1.44e+07,4.79e+07,359023.1,5.300478,4.89312
30jun1949,1.50e+09,1.46e+07,4.69e+07,287387.5,4.636854,5.094299
29jul1949,2.63e+09,3456877,4.90e+07,109738.2,6.633534,6.101387
31aug1949,3.01e+09,1.45e+07,5.17e+07,406584.2,5.338155,4.844793
30sep1949,3.06e+09,1.04e+07,5.35e+07,225956.1,5.685571,5.466278
31oct1949,3.29e+09,4168435,5.39e+07,120684.2,6.670397,6.101254
30nov1949,1.30e+09,5.10e+07,6.20e+07,767846.1,3.24141,4.390818
31dec1949,1.70e+09,1.19e+07,6.36e+07,402807.1,4.96151,5.061762
31jan1950,3.54e+09,4655957,5.83e+07,174543.7,6.633508,5.811454
28feb1950,3.55e+09,1.92e+07,5.95e+07,427732.3,5.219527,4.934472
31mar1950,3.69e+09,1.32e+07,6.09e+07,291249.7,5.636039,5.34234
29apr1950,3.29e+09,7580318,6.16e+07,131856.1,6.073809,6.14746
31may1950,3.80e+09,2.13e+07,6.51e+07,472452.2,5.183499,4.9259
30jun1950,3.54e+09,1.27e+07,5.99e+07,288347.1,5.628744,5.336851
31jul1950,3.36e+09,3896302,6.08e+07,103421.2,6.760752,6.376705
31aug1950,3.28e+09,2.65e+07,6.88e+07,658160.9,4.81922,4.650117
29sep1950,3.38e+09,1.17e+07,6.84e+07,284725.5,5.670265,5.481122
31oct1950,3.61e+09,4933081,6.73e+07,134461.9,6.595573,6.215495
30nov1950,4.06e+09,5.09e+07,8.83e+07,1156755,4.379304,4.334908
30dec1950,3.77e+09,1.26e+07,8.12e+07,468124.1,5.699207,5.155832
31jan1951,4.05e+09,5594968,7.65e+07,181256.7,6.58392,6.045138
28feb1951,3.14e+09,2.14e+07,7.85e+07,531197.7,4.988376,4.995504
31mar1951,1.95e+09,1.30e+07,7.65e+07,336389,5.00712,5.427429
30apr1951,4.17e+09,5547135,8.05e+07,136798.4,6.623225,6.377943
31may1951,4.56e+09,2.49e+07,8.14e+07,616596.6,5.208987,4.882627
29jun1951,3.61e+09,1.41e+07,7.56e+07,305016.6,5.546931,5.513233
31jul1951,3.73e+09,5152083,8.11e+07,129523.2,6.584074,6.438998
31aug1951,3.85e+09,2.17e+07,9.02e+07,692563.6,5.177202,4.869295
28sep1951,3.42e+09,1.31e+07,8.58e+07,279345.1,5.566169,5.727515
31oct1951,3.31e+09,5562347,8.48e+07,200787.8,6.389894,6.04611
30nov1951,4.61e+09,3.66e+07,1.00e+08,898425.5,4.836019,4.712558
31dec1951,3.99e+09,1.03e+07,9.34e+07,409424.3,5.957107,5.429463
31jan1952,3.59e+09,4480734,8.78e+07,153110.5,6.686637,6.351129
29feb1952,3.52e+09,1.97e+07,9.15e+07,662492.8,5.18461,4.928362
31mar1952,3.64e+09,1.26e+07,8.91e+07,319595.8,5.663411,5.63031
30apr1952,3.25e+09,4956159,8.35e+07,161364.8,6.484686,6.248846
29may1952,3.95e+09,1.98e+07,9.38e+07,663238.8,5.295736,4.951472
30jun1952,3.71e+09,1.28e+07,9.01e+07,327088.8,5.666287,5.61818
31jul1952,3.68e+09,5088824,9.13e+07,145776.5,6.58358,6.439694
29aug1952,3.81e+09,2.11e+07,9.74e+07,734245.1,5.19447,4.88743
30sep1952,3.18e+09,1.36e+07,8.89e+07,345341,5.453392,5.550347
31oct1952,3.45e+09,5904438,8.84e+07,180327.7,6.369234,6.194337
28nov1952,5.04e+09,3.35e+07,1.10e+08,873541.9,5.014384,4.835438
31dec1952,3.70e+09,9039848,9.96e+07,451684.1,6.015556,5.3956
30jan1953,3.50e+09,3796909,9.43e+07,125367.6,6.826709,6.622671
27feb1953,4.12e+09,2.08e+07,9.83e+07,725043.6,5.289378,4.910033
31mar1953,3.59e+09,1.23e+07,9.19e+07,334084.9,5.675095,5.616844
30apr1953,3.42e+09,4987017,8.94e+07,157899.8,6.530824,6.339128
29may1953,3.84e+09,2.04e+07,9.51e+07,692238,5.237251,4.92243
30jun1953,2.15e+09,1.13e+07,8.79e+07,324517.9,5.249562,5.60169
31jul1953,3.35e+09,5544150,9.00e+07,152148.1,6.405019,6.382708
31aug1953,3.91e+09,2.11e+07,9.04e+07,694471.4,5.224236,4.868409
30sep1953,3.03e+09,1.20e+07,8.67e+07,336290.2,5.535071,5.552631
30oct1953,3.43e+09,5529642,9.06e+07,160382.4,6.429112,6.336243
30nov1953,4.96e+09,3.84e+07,1.09e+08,948824.3,4.86017,4.744061
31dec1953,3.91e+09,1.09e+07,9.72e+07,523634.9,5.886881,5.223428
29jan1954,3.43e+09,4257281,9.67e+07,129538,6.69141,6.614886
26feb1954,3.84e+09,2.11e+07,9.85e+07,731977.5,5.204575,4.902536
31mar1954,4.07e+09,1.23e+07,1.01e+08,335710.7,5.803996,5.710594
30apr1954,4.55e+09,6465009,1.06e+08,165633.1,6.557118,6.46489
28may1954,4.72e+09,2.14e+07,1.10e+08,727544.2,5.397441,5.016772
30jun1954,3.81e+09,1.15e+07,1.14e+08,360326.3,5.806008,5.756147
30jul1954,4.09e+09,7948974,1.17e+08,184757.4,6.243683,6.44875
31aug1954,4.16e+09,2.48e+07,1.17e+08,813921.2,5.124568,4.966732
30sep1954,4.03e+09,1.09e+07,1.20e+08,310091.9,5.914356,5.960843
29oct1954,4.25e+09,6634092,1.20e+08,186364.5,6.462037,6.466483
30nov1954,6.03e+09,3.91e+07,1.48e+08,1114552,5.03859,4.887129
31dec1954,5.24e+09,1.65e+07,1.47e+08,683735.4,5.762067,5.370013
31jan1955,4.96e+09,6579395,1.39e+08,255327.8,6.625287,6.300069
28feb1955,5.94e+09,2.45e+07,1.60e+08,888574.8,5.490672,5.190948
31mar1955,4.89e+09,1.22e+07,1.44e+08,405624.5,5.998251,5.874716
29apr1955,5.46e+09,6234552,1.48e+08,158843.4,6.775875,6.8362
31may1955,4.79e+09,2.43e+07,1.51e+08,885241.4,5.284678,5.139336
30jun1955,5.12e+09,1.37e+07,1.59e+08,401850.6,5.919979,5.978045
29jul1955,3.44e+09,5645595,1.62e+08,192432.5,6.411824,6.735925
31aug1955,5.59e+09,2.58e+07,1.64e+08,978838.5,5.378884,5.122188
30sep1955,5.29e+09,1.09e+07,1.63e+08,358935.6,6.18035,6.11897
31oct1955,5.17e+09,5629592,1.58e+08,202927.7,6.823068,6.655816
30nov1955,6.88e+09,4.53e+07,2.08e+08,1468890,5.024426,4.953672
30dec1955,5.95e+09,9485650,1.79e+08,554983.2,6.440983,5.774543
31jan1956,5.62e+09,7706098,1.66e+08,266628.4,6.591556,6.432474
29feb1956,6.01e+09,1.88e+07,1.75e+08,879538.9,5.767047,5.292587
29mar1956,5.62e+09,1.22e+07,1.85e+08,424845.3,6.131181,6.075583
30apr1956,6.07e+09,6262075,1.87e+08,245008.5,6.877385,6.635954
31may1956,6.25e+09,2.02e+07,1.82e+08,1062750,5.733385,5.142833
29jun1956,5.33e+09,1.58e+07,1.82e+08,687966.5,5.82097,5.580522
31jul1956,5.52e+09,5906527,1.93e+08,294239.8,6.840616,6.484288
31aug1956,5.36e+09,1.89e+07,1.89e+08,1076061,5.649682,5.165948
28sep1956,4.47e+09,1.25e+07,1.78e+08,420212.1,5.876412,6.0474
31oct1956,5.03e+09,6754413,1.83e+08,319627.3,6.612912,6.348411
30nov1956,6.20e+09,3.39e+07,2.02e+08,1347537,5.208119,5.012362
31dec1956,5.30e+09,9515102,1.92e+08,591716.8,6.323514,5.784414
31jan1957,5.10e+09,7508124,1.80e+08,338724.8,6.52104,6.272749
28feb1957,4.89e+09,1.86e+07,1.80e+08,1034604,5.56959,5.156625
29mar1957,5.05e+09,1.22e+07,1.82e+08,470378.1,6.022366,5.955755
30apr1957,5.28e+09,6079824,1.88e+08,320782.1,6.767321,6.373743
31may1957,6.30e+09,3.77e+07,2.04e+08,1168371,5.11803,5.163033
28jun1957,5.34e+09,1.45e+07,1.97e+08,539245.4,5.912684,5.90164
31jul1957,5.15e+09,6307809,1.96e+08,335016.8,6.704557,6.373622
30aug1957,4.98e+09,1.91e+07,1.89e+08,1039341,5.565414,5.200878
30sep1957,4.78e+09,1.11e+07,1.78e+08,437322.8,6.06262,6.009541
31oct1957,4.63e+09,7419305,1.74e+08,323628.6,6.436164,6.285804
29nov1957,6.26e+09,3.55e+07,2.06e+08,1273558,5.171392,5.084981
31dec1957,4.85e+09,1.07e+07,1.72e+08,625301.5,6.111871,5.617568
31jan1958,4.71e+09,8791796,1.73e+08,353551.1,6.283799,6.190516
28feb1958,4.66e+09,1.92e+07,1.70e+08,1071925,5.491531,5.068758
31mar1958,4.90e+09,1.24e+07,1.77e+08,486106.5,5.979805,5.897573
30apr1958,4.65e+09,5931431,1.81e+08,285761.5,6.663285,6.450744
29may1958,4.67e+09,2.00e+07,1.85e+08,1090295,5.452523,5.135972
30jun1958,5.36e+09,1.35e+07,1.93e+08,495741.9,5.983493,5.96313
31jul1958,5.44e+09,7582084,1.96e+08,488414.9,6.575476,5.996832
29aug1958,5.03e+09,1.71e+07,2.01e+08,937649.8,5.685832,5.369204
30sep1958,5.79e+09,1.27e+07,2.11e+08,497395.5,6.124835,6.050964
31oct1958,6.06e+09,7727078,2.19e+08,353780.6,6.665055,6.427089
28nov1958,7.74e+09,3.30e+07,2.46e+08,1204157,5.458086,5.320305
31dec1958,7.09e+09,9937837,2.47e+08,570368.7,6.569439,6.070631
30jan1959,6.38e+09,6569652,2.36e+08,301134.7,6.87893,6.664388
27feb1959,6.63e+09,1.89e+07,2.42e+08,1062033,5.862327,5.428525
31mar1959,6.64e+09,1.25e+07,2.41e+08,520111.2,6.277021,6.139908
30apr1959,6.97e+09,6203331,2.45e+08,268226.5,7.023866,6.818832
29may1959,7.63e+09,1.98e+07,2.64e+08,1203947,5.954769,5.391527
30jun1959,6.72e+09,1.33e+07,2.55e+08,533032,6.223164,6.171404
31jul1959,6.61e+09,6075736,2.58e+08,276385.8,6.992197,6.840618
31aug1959,6.48e+09,1.68e+07,2.56e+08,1070538,5.953084,5.4786
30sep1959,6.07e+09,1.27e+07,2.50e+08,513801.3,6.170906,6.185681
30oct1959,6.19e+09,6760149,2.47e+08,324221.6,6.82024,6.634058
30nov1959,8.23e+09,3.94e+07,2.94e+08,1337119,5.341186,5.39169
31dec1959,6.91e+09,1.02e+07,2.75e+08,642240.1,6.522377,6.061244
29jan1960,6.13e+09,5983288,2.46e+08,294291,6.93231,6.726779
29feb1960,5.71e+09,1.80e+07,2.55e+08,1326460,5.760539,5.258717
31mar1960,5.69e+09,1.14e+07,2.45e+08,547141.5,6.215693,6.106343
29apr1960,5.67e+09,5574261,2.36e+08,273469.5,6.924772,6.761693
31may1960,6.16e+09,2.15e+07,2.52e+08,1328831,5.655603,5.24535
30jun1960,6.26e+09,1.15e+07,2.54e+08,556518.3,6.295972,6.122857
29jul1960,5.80e+09,5790494,2.43e+08,267046.5,6.90998,6.813495
31aug1960,6.12e+09,1.86e+07,2.54e+08,1287322,5.793155,5.284946
30sep1960,5.79e+09,1.02e+07,2.41e+08,448239,6.338078,6.288077
31oct1960,5.72e+09,7997150,2.38e+08,555455.9,6.573431,6.059142
30nov1960,6.94e+09,2.62e+07,2.78e+08,1467362,5.578193,5.245712
30dec1960,6.62e+09,8504416,2.64e+08,520017.8,6.657673,6.23013
31jan1961,6.84e+09,6363396,2.76e+08,420728.3,6.98059,6.485968
28feb1961,7.12e+09,1.78e+07,2.85e+08,1182163,5.992499,5.483768
30mar1961,7.32e+09,1.13e+07,2.93e+08,554905.9,6.471683,6.26828
28apr1961,7.32e+09,4427818,2.94e+08,244511.2,7.410303,7.09189
31may1961,7.85e+09,2.04e+07,3.18e+08,1411030,5.952161,5.41659
30jun1961,6.69e+09,1.22e+07,2.94e+08,551998.3,6.309508,6.279467
31jul1961,6.50e+09,3940080,2.97e+08,253083.9,7.408134,7.066347
31aug1961,6.97e+09,1.91e+07,3.16e+08,1365913,5.89923,5.44358
29sep1961,6.75e+09,1.07e+07,3.06e+08,624953.4,6.442148,6.194234
31oct1961,7.16e+09,8414304,3.23e+08,819279.8,6.745765,5.977561
30nov1961,7.92e+09,2.67e+07,3.59e+08,1621686,5.691364,5.399212
29dec1961,7.16e+09,7979223,3.30e+08,644957.2,6.799241,6.237691
31jan1962,6.73e+09,6812332,3.15e+08,503044.9,6.895166,6.439061
28feb1962,6.99e+09,1.70e+07,3.21e+08,1206179,6.020312,5.582634
30mar1962,6.83e+09,1.07e+07,3.18e+08,513436.2,6.463709,6.428108
30apr1962,6.27e+09,4482373,2.95e+08,366974.4,7.243166,6.690371
31may1962,5.57e+09,2.20e+07,2.74e+08,1553029,5.533634,5.173106
29jun1962,5.04e+09,3.04e+07,2.50e+08,1293907,5.111515,5.26204
31jul1962,5.46e+09,5611942,2.83e+08,374677.1,6.879758,6.625384
31aug1962,5.24e+09,1.91e+07,2.89e+08,1449935,5.616828,5.294009
28sep1962,4.81e+09,1.10e+07,2.76e+08,524334.4,6.076272,6.266459
31oct1962,5.26e+09,8956629,2.78e+08,674541.5,6.376318,6.020385
30nov1962,6.31e+09,2.64e+07,3.31e+08,1853118,5.477509,5.184674
31dec1962,6.13e+09,8871885,3.14e+08,604739.6,6.537338,6.253039
31jan1963,6.10e+09,6731033,3.24e+08,476177.9,6.808814,6.523742
28feb1963,6.14e+09,1.95e+07,3.16e+08,1408273,5.752382,5.41328
29mar1963,6.12e+09,1.21e+07,3.26e+08,722751.9,6.230331,6.112425
30apr1963,6.54e+09,5624441,3.40e+08,365182.9,7.058792,6.835056
31may1963,6.64e+09,2.19e+07,3.68e+08,1860563,5.7156,5.286302
28jun1963,6.46e+09,1.15e+07,3.42e+08,533402,6.332873,6.461883
31jul1963,6.35e+09,7234159,3.37e+08,477768.5,6.777758,6.559946
30aug1963,6.79e+09,2.01e+07,3.57e+08,1474224,5.823445,5.489089
30sep1963,6.47e+09,1.08e+07,3.52e+08,551779.3,6.392951,6.457334
31oct1963,7.17e+09,1.01e+07,3.67e+08,582085.2,6.568057,6.446193
29nov1963,7.55e+09,5.12e+07,4.13e+08,3067633,4.994549,4.901397
31dec1963,7.21e+09,9486429,3.68e+08,752091.4,6.633024,6.193365
31jan1964,7.09e+09,7250648,3.73e+08,459638.3,6.885171,6.698543
28feb1964,7.59e+09,2.17e+07,3.81e+08,1626467,5.858861,5.457238
31mar1964,7.41e+09,1.26e+07,3.87e+08,708972,6.375427,6.303409
30apr1964,7.30e+09,7049694,3.86e+08,418784.2,6.942798,6.82746
28may1964,8.13e+09,2.25e+07,4.33e+08,1800404,5.891529,5.482401
30jun1964,6.99e+09,1.24e+07,4.01e+08,732066.3,6.336267,6.305494
31jul1964,7.02e+09,6343896,4.05e+08,427936.1,7.00847,6.853279
31aug1964,6.84e+09,2.12e+07,4.02e+08,1626920,5.774364,5.510791
30sep1964,7.07e+09,1.22e+07,4.16e+08,759525,6.363978,6.305089
30oct1964,7.34e+09,7871156,4.32e+08,547356.4,6.838305,6.671738
30nov1964,8.10e+09,7.16e+07,5.07e+08,4439017,4.728833,4.738465
31dec1964,7.42e+09,1.21e+07,4.32e+08,1097015,6.4175,5.976677
29jan1965,7.44e+09,6446693,4.39e+08,492707.8,7.050864,6.793348
26feb1965,7.30e+09,2.28e+07,4.47e+08,1817324,5.766462,5.505921
31mar1965,6.97e+09,1.12e+07,4.38e+08,840567.5,6.433868,6.254786
30apr1965,7.17e+09,6054626,4.48e+08,485250.7,7.076794,6.827117
28may1965,7.20e+09,2.40e+07,4.76e+08,2140618,5.704467,5.403758
30jun1965,6.77e+09,1.12e+07,4.23e+08,839504,6.407236,6.223054
30jul1965,6.78e+09,5546598,4.26e+08,428885.2,7.108522,6.900602
31aug1965,6.86e+09,2.34e+07,4.45e+08,1920885,5.682479,5.445256
30sep1965,7.11e+09,1.07e+07,4.54e+08,763362.7,6.4976,6.38741
29oct1965,7.61e+09,7363844,4.75e+08,552994.5,6.94008,6.755457
30nov1965,9.32e+09,3.26e+07,5.62e+08,2669924,5.656633,5.348817
31dec1965,7.82e+09,8701176,4.87e+08,871744.9,6.801528,6.325432
31jan1966,7.72e+09,6109907,4.88e+08,494581.9,7.141251,6.895024
28feb1966,8.24e+09,2.49e+07,4.86e+08,2007324,5.803675,5.489983
31mar1966,7.64e+09,1.23e+07,4.72e+08,969528.5,6.434212,6.187176
29apr1966,7.70e+09,6872941,4.80e+08,493988.9,7.021698,6.878274
31may1966,7.62e+09,2.42e+07,5.02e+08,2266722,5.752253,5.400492
30jun1966,6.72e+09,1.49e+07,4.53e+08,1003417,6.109272,6.113098
29jul1966,6.44e+09,5682628,4.46e+08,464345.4,7.032145,6.868454
31aug1966,6.10e+09,2.45e+07,4.12e+08,2224958,5.515728,5.220193
30sep1966,6.02e+09,1.16e+07,4.04e+08,781522.7,6.251807,6.248691
31oct1966,6.27e+09,6685459,4.18e+08,519660.8,6.844056,6.69051
30nov1966,7.37e+09,3.26e+07,4.77e+08,2814629,5.4224,5.132997
30dec1966,6.77e+09,7491756,4.41e+08,887878.3,6.807173,6.207881
31jan1967,7.10e+09,7471364,4.69e+08,720199.2,6.857419,6.478765
28feb1967,7.74e+09,2.33e+07,4.77e+08,2058884,5.806852,5.446028
31mar1967,7.60e+09,1.12e+07,4.89e+08,902076.3,6.516443,6.296399
28apr1967,7.99e+09,6236425,5.09e+08,493795.4,7.155942,6.93744
